club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
Olympique de Marseille;FC Sochaux-Montbéliard;1;3;;;;1935;15
EAC Roubaix;FC Sochaux-Montbéliard;0;1;;;;1935;16
AS Cannes;Olympique Lillois;1;2;;;;1935;16
SC Nîmois;FC Mulhouse;3;2;;;;1935;16
SC Fives;FC Antibes;2;1;;;;1935;16
Olympique de Marseille;Olympique d'Alès;3;2;;;;1935;16
Stade Rennais FC;Red Star  F.C;3;1;;;;1935;16
FC Sète 34;RC Strasbourg;1;0;;;;1935;16
RC Paris;SO Montpellier;1;0;;;;1935;16
Stade Rennais FC;FC Sochaux-Montbéliard;3;3;;;;1935;17
Olympique de Marseille;FC Mulhouse;8;3;;;;1935;17
FC Sète 34;Olympique Lillois;3;1;;;;1935;17
Red Star  F.C;FC Antibes;2;2;;;;1935;17
EAC Roubaix;RC Paris;5;3;;;;1935;17
SC Nîmois;Olympique d'Alès;1;1;;;;1935;17
AS Cannes;RC Strasbourg;0;1;;;;1935;17
SC Fives;SO Montpellier;1;0;;;;1935;17
RC Strasbourg;EAC Roubaix;1;1;;;;1935;18
Olympique d'Alès;RC Paris;7;2;;;;1935;18
Red Star  F.C;FC Sète 34;3;4;;;;1935;18
SO Montpellier;SC Nîmois;0;3;;;;1935;18
FC Sochaux-Montbéliard;AS Cannes;4;2;;;;1935;18
FC Mulhouse;SC Fives;1;0;;;;1935;18
Olympique Lillois;Stade Rennais FC;3;1;;;;1935;18
FC Antibes;Olympique de Marseille;1;7;;;;1935;18
FC Antibes;SC Nîmois;4;1;;;;1935;19
SO Montpellier;Olympique de Marseille;3;2;;;;1935;19
RC Strasbourg;Stade Rennais FC;2;1;;;;1935;19
Olympique d'Alès;SC Fives;2;1;;;;1935;19
Red Star  F.C;AS Cannes;2;1;;;;1935;19
FC Mulhouse;RC Paris;3;1;;;;1935;19
FC Sochaux-Montbéliard;FC Sète 34;0;0;;;;1935;19
Olympique Lillois;EAC Roubaix;4;0;;;;1935;19
SC Fives;FC Sochaux-Montbéliard;0;3;;;;1935;20
Stade Rennais FC;FC Mulhouse;6;2;;;;1935;20
Olympique de Marseille;Olympique Lillois;3;1;;;;1935;20
FC Sète 34;FC Antibes;1;1;;;;1935;20
RC Paris;Red Star  F.C;2;2;;;;1935;20
EAC Roubaix;Olympique d'Alès;2;0;;;;1935;20
SC Nîmois;RC Strasbourg;0;1;;;;1935;20
AS Cannes;SO Montpellier;7;2;;;;1935;20
SC Nîmois;FC Sochaux-Montbéliard;0;2;;;;1935;21
FC Sète 34;Olympique d'Alès;1;0;;;;1935;21
RC Strasbourg;RC Paris;6;0;;;;1935;21
EAC Roubaix;SO Montpellier;6;1;;;;1935;21
FC Mulhouse;AS Cannes;4;0;;;;1935;21
Olympique Lillois;SC Fives;3;0;;;;1935;21
FC Antibes;Stade Rennais FC;0;0;;;;1935;21
Red Star  F.C;Olympique de Marseille;4;1;;;;1935;21
Red Star  F.C;FC Sochaux-Montbéliard;2;7;;;;1935;22
Olympique d'Alès;FC Mulhouse;2;2;;;;1935;22
RC Strasbourg;Olympique Lillois;4;1;;;;1935;22
SO Montpellier;FC Antibes;2;0;;;;1935;22
EAC Roubaix;Stade Rennais FC;0;0;;;;1935;22
Olympique de Marseille;SC Nîmois;2;1;;;;1935;22
AS Cannes;FC Sète 34;2;0;;;;1935;22
SC Fives;RC Paris;2;1;;;;1935;22
FC Sochaux-Montbéliard;SO Montpellier;9;0;;;;1935;23
FC Mulhouse;Red Star  F.C;0;0;;;;1935;23
Olympique Lillois;Olympique d'Alès;2;1;;;;1935;23
FC Antibes;RC Strasbourg;1;3;;;;1935;23
Stade Rennais FC;SC Fives;3;1;;;;1935;23
Olympique de Marseille;EAC Roubaix;2;4;;;;1935;23
FC Sète 34;SC Nîmois;2;2;;;;1935;23
RC Paris;AS Cannes;3;2;;;;1935;23
RC Paris;FC Sochaux-Montbéliard;1;2;;;;1935;24
FC Mulhouse;EAC Roubaix;6;1;;;;1935;24
SC Nîmois;Olympique Lillois;1;2;;;;1935;24
FC Antibes;AS Cannes;1;1;;;;1935;24
SC Fives;Red Star  F.C;6;0;;;;1935;24
Olympique d'Alès;Stade Rennais FC;3;2;;;;1935;24
RC Strasbourg;Olympique de Marseille;1;0;;;;1935;24
FC Sète 34;SO Montpellier;3;0;;;;1935;24
RC Strasbourg;FC Sochaux-Montbéliard;0;1;;;;1935;25
Red Star  F.C;Olympique Lillois;1;1;;;;1935;25
AS Cannes;Stade Rennais FC;3;0;;;;1935;25
EAC Roubaix;FC Sète 34;0;1;;;;1935;25
SO Montpellier;FC Mulhouse;5;3;;;;1935;25
Olympique d'Alès;FC Antibes;2;1;;;;1935;25
SC Fives;Olympique de Marseille;6;3;;;;1935;25
SC Nîmois;RC Paris;0;2;;;;1935;25
FC Mulhouse;RC Strasbourg;4;1;;;;1935;26
FC Sochaux-Montbéliard;Olympique d'Alès;6;2;;;;1935;26
Olympique Lillois;SO Montpellier;4;1;;;;1935;26
FC Antibes;RC Paris;2;5;;;;1935;26
Stade Rennais FC;SC Nîmois;2;0;;;;1935;26
Olympique de Marseille;AS Cannes;2;2;;;;1935;26
FC Sète 34;SC Fives;4;0;;;;1935;26
Red Star  F.C;EAC Roubaix;1;3;;;;1935;26
FC Mulhouse;FC Sochaux-Montbéliard;1;5;;;;1935;27
FC Antibes;Olympique Lillois;1;0;;;;1935;27
Olympique d'Alès;Red Star  F.C;3;2;;;;1935;27
SO Montpellier;RC Strasbourg;0;0;;;;1935;27
SC Fives;AS Cannes;1;2;;;;1935;27
EAC Roubaix;SC Nîmois;4;0;;;;1935;27
Olympique de Marseille;Stade Rennais FC;4;1;;;;1935;27
RC Paris;FC Sète 34;6;2;;;;1935;27
FC Sochaux-Montbéliard;FC Antibes;3;7;;;;1935;28
Olympique Lillois;FC Mulhouse;0;1;;;;1935;28
Red Star  F.C;SO Montpellier;0;1;;;;1935;28
RC Strasbourg;Olympique d'Alès;3;2;;;;1935;28
EAC Roubaix;SC Fives;0;1;;;;1935;28
AS Cannes;SC Nîmois;1;0;;;;1935;28
Stade Rennais FC;RC Paris;0;1;;;;1935;28
FC Sète 34;Olympique de Marseille;6;3;;;;1935;28
Olympique Lillois;FC Sochaux-Montbéliard;2;1;;;;1935;29
FC Mulhouse;FC Antibes;4;1;;;;1935;29
Red Star  F.C;RC Strasbourg;1;3;;;;1935;29
AS Cannes;EAC Roubaix;5;2;;;;1935;29
Stade Rennais FC;FC Sète 34;4;1;;;;1935;29
Olympique de Marseille;RC Paris;3;2;;;;1935;29
SC Nîmois;SC Fives;1;4;;;;1935;29
SO Montpellier;Olympique d'Alès;0;3;;;;1935;29
AS Cannes;Olympique d'Alès;6;2;;;;1935;30
SC Nîmois;Red Star  F.C;2;1;;;;1935;30
Stade Rennais FC;SO Montpellier;4;1;;;;1935;30
SC Fives;RC Strasbourg;1;3;;;;1935;30
EAC Roubaix;FC Antibes;1;4;;;;1935;30
RC Paris;Olympique Lillois;3;0;;;;1935;30
FC Sète 34;FC Mulhouse;2;0;;;;1935;30
FC Sochaux-Montbéliard;Olympique de Marseille;4;0;;;;1935;30
AS Cannes;Olympique d'Alès;3;1;;;;1936;1
Olympique Lillois;Stade Rennais FC;0;0;;;;1936;1
Olympique de Marseille;EAC Roubaix;2;5;;;;1936;1
FC Mulhouse;Red Star  F.C;3;2;;;;1936;1
RC Paris;FC Metz;3;5;;;;1936;1
FC Sète 34;FC Antibes;4;0;;;;1936;1
FC Sochaux-Montbéliard;Valenciennes FC;12;1;;;;1936;1
RC Strasbourg;SC Fives;2;1;;;;1936;1
Olympique d'Alès;FC Sète 34;1;2;;;;1936;2
FC Antibes;RC Strasbourg;1;1;;;;1936;2
EAC Roubaix;FC Mulhouse;4;0;;;;1936;2
SC Fives;RC Paris;2;0;;;;1936;2
FC Metz;FC Sochaux-Montbéliard;3;2;;;;1936;2
Red Star  F.C;Olympique Lillois;0;2;;;;1936;2
Stade Rennais FC;AS Cannes;1;3;;;;1936;2
Valenciennes FC;Olympique de Marseille;2;2;;;;1936;2
AS Cannes;Red Star  F.C;2;1;;;;1936;3
Olympique Lillois;EAC Roubaix;3;2;;;;1936;3
Olympique de Marseille;FC Metz;3;0;;;;1936;3
FC Mulhouse;Valenciennes FC;3;2;;;;1936;3
RC Paris;FC Antibes;3;2;;;;1936;3
FC Sète 34;Stade Rennais FC;4;2;;;;1936;3
FC Sochaux-Montbéliard;SC Fives;0;0;;;;1936;3
RC Strasbourg;Olympique d'Alès;6;1;;;;1936;3
Olympique d'Alès;RC Paris;0;2;;;;1936;4
FC Antibes;FC Sochaux-Montbéliard;1;3;;;;1936;4
EAC Roubaix;AS Cannes;2;0;;;;1936;4
SC Fives;Olympique de Marseille;1;2;;;;1936;4
FC Metz;FC Mulhouse;2;1;;;;1936;4
Red Star  F.C;FC Sète 34;1;1;;;;1936;4
Stade Rennais FC;RC Strasbourg;2;0;;;;1936;4
Valenciennes FC;Olympique Lillois;1;5;;;;1936;4
AS Cannes;Valenciennes FC;5;1;;;;1936;5
Olympique Lillois;FC Metz;3;0;;;;1936;5
Olympique de Marseille;FC Antibes;4;1;;;;1936;5
FC Mulhouse;SC Fives;3;1;;;;1936;5
RC Paris;Stade Rennais FC;4;0;;;;1936;5
FC Sète 34;EAC Roubaix;1;3;;;;1936;5
FC Sochaux-Montbéliard;Olympique d'Alès;7;0;;;;1936;5
RC Strasbourg;Red Star  F.C;6;0;;;;1936;5
Olympique d'Alès;Olympique de Marseille;3;3;;;;1936;6
FC Antibes;FC Mulhouse;3;2;;;;1936;6
EAC Roubaix;RC Strasbourg;2;1;;;;1936;6
FC Metz;AS Cannes;2;1;;;;1936;6
Red Star  F.C;RC Paris;1;4;;;;1936;6
Stade Rennais FC;FC Sochaux-Montbéliard;1;1;;;;1936;6
Valenciennes FC;FC Sète 34;5;3;;;;1936;6
Olympique Lillois;SC Fives;1;0;;;;1936;6
AS Cannes;SC Fives;1;0;;;;1936;7
Olympique Lillois;FC Antibes;6;3;;;;1936;7
Olympique de Marseille;Stade Rennais FC;7;1;;;;1936;7
FC Mulhouse;Olympique d'Alès;3;3;;;;1936;7
RC Paris;EAC Roubaix;3;2;;;;1936;7
FC Sète 34;FC Metz;2;1;;;;1936;7
FC Sochaux-Montbéliard;Red Star  F.C;0;1;;;;1936;7
RC Strasbourg;Valenciennes FC;4;0;;;;1936;7
Olympique d'Alès;Olympique Lillois;1;1;;;;1936;8
FC Antibes;AS Cannes;0;1;;;;1936;8
EAC Roubaix;FC Sochaux-Montbéliard;2;2;;;;1936;8
SC Fives;FC Sète 34;3;0;;;;1936;8
FC Metz;RC Strasbourg;5;1;;;;1936;8
Red Star  F.C;Olympique de Marseille;0;2;;;;1936;8
Stade Rennais FC;FC Mulhouse;5;1;;;;1936;8
Valenciennes FC;RC Paris;5;3;;;;1936;8
FC Antibes;Olympique d'Alès;3;2;;;;1936;9
SC Fives;Stade Rennais FC;1;3;;;;1936;9
FC Metz;Red Star  F.C;5;1;;;;1936;9
RC Paris;FC Mulhouse;3;1;;;;1936;9
FC Sète 34;AS Cannes;2;0;;;;1936;9
FC Sochaux-Montbéliard;Olympique de Marseille;4;0;;;;1936;9
RC Strasbourg;Olympique Lillois;3;2;;;;1936;9
Valenciennes FC;EAC Roubaix;4;0;;;;1936;9
Olympique d'Alès;Valenciennes FC;3;5;;;;1936;10
AS Cannes;RC Strasbourg;0;2;;;;1936;10
EAC Roubaix;FC Metz;2;3;;;;1936;10
Olympique Lillois;RC Paris;4;0;;;;1936;10
Olympique de Marseille;FC Sète 34;1;0;;;;1936;10
FC Mulhouse;FC Sochaux-Montbéliard;3;6;;;;1936;10
Red Star  F.C;SC Fives;1;4;;;;1936;10
Stade Rennais FC;FC Antibes;2;1;;;;1936;10
FC Antibes;Red Star  F.C;2;0;;;;1936;11
SC Fives;EAC Roubaix;1;0;;;;1936;11
FC Metz;Olympique d'Alès;1;1;;;;1936;11
FC Mulhouse;FC Sète 34;2;1;;;;1936;11
RC Paris;AS Cannes;5;0;;;;1936;11
FC Sochaux-Montbéliard;Olympique Lillois;1;1;;;;1936;11
RC Strasbourg;Olympique de Marseille;4;1;;;;1936;11
Valenciennes FC;Stade Rennais FC;3;1;;;;1936;11
AS Cannes;FC Sochaux-Montbéliard;1;0;;;;1936;12
EAC Roubaix;FC Antibes;2;0;;;;1936;12
SC Fives;Olympique d'Alès;1;2;;;;1936;12
Olympique de Marseille;RC Paris;2;5;;;;1936;12
FC Metz;Stade Rennais FC;2;0;;;;1936;12
Red Star  F.C;Valenciennes FC;2;0;;;;1936;12
FC Sète 34;Olympique Lillois;2;1;;;;1936;12
RC Strasbourg;FC Mulhouse;3;0;;;;1936;12
Olympique d'Alès;Red Star  F.C;0;0;;;;1936;13
FC Antibes;FC Metz;0;0;;;;1936;13
Olympique Lillois;FC Mulhouse;4;0;;;;1936;13
Olympique de Marseille;AS Cannes;3;0;;;;1936;13
RC Paris;RC Strasbourg;4;1;;;;1936;13
Stade Rennais FC;EAC Roubaix;2;2;;;;1936;13
FC Sochaux-Montbéliard;FC Sète 34;2;2;;;;1936;13
Valenciennes FC;SC Fives;1;2;;;;1936;13
Olympique d'Alès;EAC Roubaix;3;2;;;;1936;14
FC Antibes;Valenciennes FC;3;1;;;;1936;14
Olympique Lillois;Olympique de Marseille;1;0;;;;1936;14
FC Metz;SC Fives;0;2;;;;1936;14
FC Mulhouse;AS Cannes;2;2;;;;1936;14
Red Star  F.C;Stade Rennais FC;0;1;;;;1936;14
FC Sète 34;RC Paris;1;1;;;;1936;14
FC Sochaux-Montbéliard;RC Strasbourg;1;1;;;;1936;14
AS Cannes;Olympique Lillois;0;0;;;;1936;15
EAC Roubaix;Red Star  F.C;6;4;;;;1936;15
SC Fives;FC Antibes;1;1;;;;1936;15
Olympique de Marseille;FC Mulhouse;6;2;;;;1936;15
RC Paris;FC Sochaux-Montbéliard;1;1;;;;1936;15
Stade Rennais FC;Olympique d'Alès;2;0;;;;1936;15
RC Strasbourg;FC Sète 34;4;0;;;;1936;15
Valenciennes FC;FC Metz;3;1;;;;1936;15
Olympique d'Alès;AS Cannes;3;1;;;;1936;16
Stade Rennais FC;Olympique Lillois;1;1;;;;1936;16
EAC Roubaix;Olympique de Marseille;1;1;;;;1936;16
Red Star  F.C;FC Mulhouse;7;1;;;;1936;16
FC Metz;RC Paris;1;2;;;;1936;16
FC Antibes;FC Sète 34;1;4;;;;1936;16
Valenciennes FC;FC Sochaux-Montbéliard;0;5;;;;1936;16
SC Fives;RC Strasbourg;0;1;;;;1936;16
FC Sète 34;Olympique d'Alès;1;0;;;;1936;17
RC Strasbourg;FC Antibes;2;1;;;;1936;17
FC Mulhouse;EAC Roubaix;0;4;;;;1936;17
RC Paris;SC Fives;4;0;;;;1936;17
FC Sochaux-Montbéliard;FC Metz;6;0;;;;1936;17
Olympique Lillois;Red Star  F.C;2;1;;;;1936;17
AS Cannes;Stade Rennais FC;6;0;;;;1936;17
Olympique de Marseille;Valenciennes FC;1;0;;;;1936;17
Red Star  F.C;AS Cannes;0;3;;;;1936;18
EAC Roubaix;Olympique Lillois;1;2;;;;1936;18
FC Metz;Olympique de Marseille;5;2;;;;1936;18
Valenciennes FC;FC Mulhouse;8;2;;;;1936;18
FC Antibes;RC Paris;3;9;;;;1936;18
Stade Rennais FC;FC Sète 34;1;0;;;;1936;18
SC Fives;FC Sochaux-Montbéliard;2;1;;;;1936;18
Olympique d'Alès;RC Strasbourg;0;2;;;;1936;18
RC Paris;Olympique d'Alès;3;1;;;;1936;19
FC Sochaux-Montbéliard;FC Antibes;5;1;;;;1936;19
AS Cannes;EAC Roubaix;2;3;;;;1936;19
Olympique de Marseille;SC Fives;3;2;;;;1936;19
FC Mulhouse;FC Metz;3;0;;;;1936;19
FC Sète 34;Red Star  F.C;3;2;;;;1936;19
RC Strasbourg;Stade Rennais FC;8;0;;;;1936;19
Olympique Lillois;Valenciennes FC;3;0;;;;1936;19
Valenciennes FC;AS Cannes;2;5;;;;1936;20
FC Metz;Olympique Lillois;1;2;;;;1936;20
FC Antibes;Olympique de Marseille;3;2;;;;1936;20
SC Fives;FC Mulhouse;3;0;;;;1936;20
Stade Rennais FC;RC Paris;0;3;;;;1936;20
EAC Roubaix;FC Sète 34;2;0;;;;1936;20
Olympique d'Alès;FC Sochaux-Montbéliard;0;0;;;;1936;20
Red Star  F.C;RC Strasbourg;1;2;;;;1936;20
Olympique de Marseille;Olympique d'Alès;2;0;;;;1936;21
FC Mulhouse;FC Antibes;2;2;;;;1936;21
RC Strasbourg;EAC Roubaix;1;0;;;;1936;21
AS Cannes;FC Metz;2;1;;;;1936;21
RC Paris;Red Star  F.C;4;1;;;;1936;21
FC Sochaux-Montbéliard;Stade Rennais FC;2;0;;;;1936;21
FC Sète 34;Valenciennes FC;1;1;;;;1936;21
SC Fives;Olympique Lillois;1;1;;;;1936;21
SC Fives;AS Cannes;5;1;;;;1936;22
FC Antibes;Olympique Lillois;3;1;;;;1936;22
Stade Rennais FC;Olympique de Marseille;1;1;;;;1936;22
Olympique d'Alès;FC Mulhouse;3;3;;;;1936;22
EAC Roubaix;RC Paris;0;2;;;;1936;22
FC Metz;FC Sète 34;3;1;;;;1936;22
Red Star  F.C;FC Sochaux-Montbéliard;2;2;;;;1936;22
Valenciennes FC;RC Strasbourg;1;1;;;;1936;22
Olympique Lillois;Olympique d'Alès;3;0;;;;1936;23
AS Cannes;FC Antibes;2;1;;;;1936;23
FC Sochaux-Montbéliard;EAC Roubaix;6;2;;;;1936;23
FC Sète 34;SC Fives;1;0;;;;1936;23
RC Strasbourg;FC Metz;4;0;;;;1936;23
Olympique de Marseille;Red Star  F.C;1;4;;;;1936;23
FC Mulhouse;Stade Rennais FC;2;2;;;;1936;23
RC Paris;Valenciennes FC;2;1;;;;1936;23
Olympique d'Alès;FC Antibes;1;2;;;;1936;24
Stade Rennais FC;SC Fives;2;3;;;;1936;24
Red Star  F.C;FC Metz;6;2;;;;1936;24
FC Mulhouse;RC Paris;3;0;;;;1936;24
AS Cannes;FC Sète 34;3;2;;;;1936;24
Olympique de Marseille;FC Sochaux-Montbéliard;4;1;;;;1936;24
Olympique Lillois;RC Strasbourg;4;0;;;;1936;24
EAC Roubaix;Valenciennes FC;3;1;;;;1936;24
Valenciennes FC;Olympique d'Alès;2;4;;;;1936;25
RC Strasbourg;AS Cannes;0;2;;;;1936;25
FC Metz;EAC Roubaix;3;5;;;;1936;25
RC Paris;Olympique Lillois;2;3;;;;1936;25
FC Sète 34;Olympique de Marseille;1;0;;;;1936;25
FC Sochaux-Montbéliard;FC Mulhouse;0;1;;;;1936;25
SC Fives;Red Star  F.C;2;1;;;;1936;25
FC Antibes;Stade Rennais FC;3;1;;;;1936;25
Red Star  F.C;FC Antibes;4;1;;;;1936;26
EAC Roubaix;SC Fives;4;3;;;;1936;26
Olympique d'Alès;FC Metz;1;1;;;;1936;26
FC Sète 34;FC Mulhouse;3;1;;;;1936;26
AS Cannes;RC Paris;0;2;;;;1936;26
Olympique Lillois;FC Sochaux-Montbéliard;2;3;;;;1936;26
Olympique de Marseille;RC Strasbourg;1;0;;;;1936;26
Stade Rennais FC;Valenciennes FC;1;1;;;;1936;26
FC Sochaux-Montbéliard;AS Cannes;1;1;;;;1936;27
FC Antibes;EAC Roubaix;1;0;;;;1936;27
Olympique d'Alès;SC Fives;0;3;;;;1936;27
RC Paris;Olympique de Marseille;2;2;;;;1936;27
Stade Rennais FC;FC Metz;2;0;;;;1936;27
Valenciennes FC;Red Star  F.C;0;2;;;;1936;27
Olympique Lillois;FC Sète 34;0;2;;;;1936;27
FC Mulhouse;RC Strasbourg;2;4;;;;1936;27
Red Star  F.C;Olympique d'Alès;1;2;;;;1936;28
FC Metz;FC Antibes;2;1;;;;1936;28
FC Mulhouse;Olympique Lillois;2;3;;;;1936;28
AS Cannes;Olympique de Marseille;3;1;;;;1936;28
RC Strasbourg;RC Paris;0;1;;;;1936;28
EAC Roubaix;Stade Rennais FC;1;1;;;;1936;28
FC Sète 34;FC Sochaux-Montbéliard;1;4;;;;1936;28
SC Fives;Valenciennes FC;3;2;;;;1936;28
EAC Roubaix;Olympique d'Alès;1;1;;;;1936;29
Valenciennes FC;FC Antibes;0;0;;;;1936;29
Olympique de Marseille;Olympique Lillois;1;0;;;;1936;29
SC Fives;FC Metz;3;0;;;;1936;29
AS Cannes;FC Mulhouse;2;2;;;;1936;29
Stade Rennais FC;Red Star  F.C;3;0;;;;1936;29
RC Paris;FC Sète 34;2;1;;;;1936;29
RC Strasbourg;FC Sochaux-Montbéliard;2;1;;;;1936;29
Olympique Lillois;AS Cannes;1;1;;;;1936;30
Red Star  F.C;EAC Roubaix;3;2;;;;1936;30
FC Antibes;SC Fives;3;1;;;;1936;30
FC Mulhouse;Olympique de Marseille;3;1;;;;1936;30
FC Sochaux-Montbéliard;RC Paris;2;2;;;;1936;30
Olympique d'Alès;Stade Rennais FC;2;6;;;;1936;30
FC Sète 34;RC Strasbourg;3;1;;;;1936;30
FC Metz;Valenciennes FC;5;4;;;;1936;30
FC Sète 34;Red Star  F.C;2;1;;;;1937;1
RC Roubaix;FC Mulhouse;4;1;;;;1937;1
Olympique Lillois;FC Antibes;3;2;;;;1937;1
FC Rouen 1899;SC Fives;2;1;;;;1937;1
AS Cannes;RC Strasbourg;0;0;;;;1937;1
FC Sochaux-Montbéliard;EAC Roubaix;2;1;;;;1937;1
FC Metz;Olympique de Marseille;3;1;;;;1937;1
RC Paris;Stade Rennais FC;3;1;;;;1937;1
Olympique de Marseille;RC Paris;4;1;;;;1937;2
EAC Roubaix;FC Metz;2;2;;;;1937;2
RC Strasbourg;FC Sochaux-Montbéliard;3;2;;;;1937;2
SC Fives;AS Cannes;1;2;;;;1937;2
FC Antibes;FC Rouen 1899;1;1;;;;1937;2
FC Mulhouse;Olympique Lillois;1;3;;;;1937;2
Red Star  F.C;RC Roubaix;2;2;;;;1937;2
Stade Rennais FC;FC Sète 34;3;1;;;;1937;2
Olympique de Marseille;FC Rouen 1899;3;0;;;;1937;3
EAC Roubaix;Olympique Lillois;0;1;;;;1937;3
RC Strasbourg;RC Roubaix;5;1;;;;1937;3
SC Fives;FC Sète 34;3;2;;;;1937;3
FC Antibes;RC Paris;1;3;;;;1937;3
FC Mulhouse;FC Metz;2;4;;;;1937;3
Red Star  F.C;FC Sochaux-Montbéliard;2;2;;;;1937;3
Stade Rennais FC;AS Cannes;0;2;;;;1937;3
FC Sète 34;EAC Roubaix;2;0;;;;1937;4
RC Roubaix;Olympique de Marseille;2;2;;;;1937;4
Olympique Lillois;Stade Rennais FC;3;1;;;;1937;4
FC Rouen 1899;Red Star  F.C;7;1;;;;1937;4
AS Cannes;FC Mulhouse;6;4;;;;1937;4
FC Sochaux-Montbéliard;FC Antibes;2;0;;;;1937;4
FC Metz;SC Fives;1;3;;;;1937;4
RC Paris;RC Strasbourg;2;2;;;;1937;4
AS Cannes;Olympique Lillois;0;2;;;;1937;5
FC Sochaux-Montbéliard;RC Roubaix;2;0;;;;1937;5
FC Metz;FC Sète 34;4;0;;;;1937;5
RC Paris;FC Rouen 1899;2;4;;;;1937;5
Olympique de Marseille;Red Star  F.C;3;2;;;;1937;5
EAC Roubaix;FC Mulhouse;5;1;;;;1937;5
RC Strasbourg;FC Antibes;2;1;;;;1937;5
SC Fives;Stade Rennais FC;5;1;;;;1937;5
FC Sète 34;RC Paris;3;0;;;;1937;6
RC Roubaix;FC Metz;1;2;;;;1937;6
Olympique Lillois;FC Sochaux-Montbéliard;2;1;;;;1937;6
FC Rouen 1899;AS Cannes;2;2;;;;1937;6
FC Antibes;SC Fives;5;2;;;;1937;6
FC Mulhouse;RC Strasbourg;1;9;;;;1937;6
Red Star  F.C;EAC Roubaix;3;2;;;;1937;6
Stade Rennais FC;Olympique de Marseille;3;1;;;;1937;6
Olympique Lillois;FC Metz;5;0;;;;1937;7
AS Cannes;FC Sète 34;2;2;;;;1937;7
FC Sochaux-Montbéliard;FC Rouen 1899;2;0;;;;1937;7
RC Paris;RC Roubaix;2;0;;;;1937;7
Olympique de Marseille;FC Antibes;2;0;;;;1937;7
EAC Roubaix;Stade Rennais FC;3;1;;;;1937;7
RC Strasbourg;Red Star  F.C;3;0;;;;1937;7
FC Mulhouse;SC Fives;1;0;;;;1937;7
FC Sète 34;FC Rouen 1899;2;0;;;;1937;8
RC Roubaix;Olympique Lillois;0;1;;;;1937;8
AS Cannes;RC Paris;1;2;;;;1937;8
FC Metz;FC Sochaux-Montbéliard;2;2;;;;1937;8
RC Strasbourg;Olympique de Marseille;1;0;;;;1937;8
SC Fives;EAC Roubaix;6;2;;;;1937;8
Red Star  F.C;FC Antibes;3;1;;;;1937;8
Stade Rennais FC;FC Mulhouse;1;2;;;;1937;8
FC Sète 34;Olympique Lillois;3;0;;;;1937;9
FC Rouen 1899;RC Roubaix;4;0;;;;1937;9
FC Sochaux-Montbéliard;RC Paris;2;1;;;;1937;9
FC Metz;AS Cannes;3;1;;;;1937;9
EAC Roubaix;RC Strasbourg;3;3;;;;1937;9
SC Fives;Olympique de Marseille;4;3;;;;1937;9
FC Antibes;Stade Rennais FC;1;0;;;;1937;9
Red Star  F.C;FC Mulhouse;3;2;;;;1937;9
RC Roubaix;FC Sète 34;1;1;;;;1937;10
Olympique Lillois;FC Rouen 1899;3;3;;;;1937;10
AS Cannes;FC Sochaux-Montbéliard;2;1;;;;1937;10
RC Paris;FC Metz;2;0;;;;1937;10
Olympique de Marseille;EAC Roubaix;4;4;;;;1937;10
RC Strasbourg;SC Fives;1;1;;;;1937;10
FC Mulhouse;FC Antibes;2;3;;;;1937;10
Stade Rennais FC;Red Star  F.C;1;3;;;;1937;10
FC Sète 34;Olympique de Marseille;2;2;;;;1937;11
FC Rouen 1899;FC Mulhouse;4;2;;;;1937;11
AS Cannes;FC Antibes;2;3;;;;1937;11
FC Metz;RC Strasbourg;0;0;;;;1937;11
EAC Roubaix;RC Paris;4;2;;;;1937;11
SC Fives;FC Sochaux-Montbéliard;0;1;;;;1937;11
Red Star  F.C;Olympique Lillois;2;1;;;;1937;11
Stade Rennais FC;RC Roubaix;1;1;;;;1937;11
FC Sochaux-Montbéliard;Stade Rennais FC;1;0;;;;1937;12
FC Metz;Red Star  F.C;4;0;;;;1937;12
RC Paris;FC Mulhouse;4;1;;;;1937;12
Olympique de Marseille;AS Cannes;2;0;;;;1937;12
EAC Roubaix;FC Rouen 1899;0;0;;;;1937;12
RC Strasbourg;Olympique Lillois;2;1;;;;1937;12
SC Fives;RC Roubaix;3;2;;;;1937;12
FC Antibes;FC Sète 34;2;1;;;;1937;12
FC Sète 34;FC Sochaux-Montbéliard;1;1;;;;1937;13
RC Roubaix;AS Cannes;2;1;;;;1937;13
Olympique Lillois;RC Paris;1;0;;;;1937;13
FC Rouen 1899;FC Metz;3;2;;;;1937;13
FC Antibes;EAC Roubaix;3;0;;;;1937;13
FC Mulhouse;Olympique de Marseille;1;3;;;;1937;13
Red Star  F.C;SC Fives;0;0;;;;1937;13
Stade Rennais FC;RC Strasbourg;2;1;;;;1937;13
FC Sète 34;FC Mulhouse;4;1;;;;1937;14
RC Roubaix;FC Antibes;5;3;;;;1937;14
Olympique Lillois;SC Fives;1;3;;;;1937;14
FC Rouen 1899;RC Strasbourg;2;1;;;;1937;14
AS Cannes;EAC Roubaix;1;4;;;;1937;14
FC Sochaux-Montbéliard;Olympique de Marseille;3;1;;;;1937;14
FC Metz;Stade Rennais FC;2;1;;;;1937;14
RC Paris;Red Star  F.C;4;2;;;;1937;14
Olympique de Marseille;Olympique Lillois;2;1;;;;1937;15
