club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
CS Sedan;Stade Lavallois;1;1;14/04/2006;20:30;;2006;34
FC Sète 34;Valenciennes FC;1;2;14/04/2006;20:30;;2006;34
SM Caen;Havre AC;4;1;14/04/2006;20:35;;2006;34
GF38;Montpellier Hérault SC;2;2;15/04/2006;20:00;;2006;34
FC Lorient;Stade Brestois 29;5;0;17/04/2006;20:30;;2006;34
Stade Brestois 29;Dijon FCO;0;4;21/04/2006;20:30;;2006;35
Châteauroux;GF38;3;1;21/04/2006;20:30;;2006;35
US Créteil-Lusitanos;FC Lorient;1;1;21/04/2006;20:30;;2006;35
Stade Lavallois;EA Guingamp;1;2;21/04/2006;20:30;;2006;35
Havre AC;FC Gueugnon;2;1;21/04/2006;20:30;;2006;35
Montpellier Hérault SC;Clermont Foot;1;0;21/04/2006;20:30;;2006;35
Stade de Reims;FC Sète 34;2;0;21/04/2006;20:30;;2006;35
Valenciennes FC;FC Istres;1;0;21/04/2006;20:30;;2006;35
SC Bastia;SM Caen;0;2;21/04/2006;20:35;;2006;35
Amiens SC;CS Sedan;0;0;24/04/2006;20:30;;2006;35
SC Bastia;Havre AC;1;1;28/04/2006;20:30;;2006;36
SM Caen;Châteauroux;2;1;28/04/2006;20:30;;2006;36
Clermont Foot;EA Guingamp;3;2;28/04/2006;20:30;;2006;36
Dijon FCO;US Créteil-Lusitanos;1;1;28/04/2006;20:30;;2006;36
GF38;Stade Brestois 29;1;1;28/04/2006;20:30;;2006;36
FC Gueugnon;Montpellier Hérault SC;3;1;28/04/2006;20:30;;2006;36
FC Istres;Stade de Reims;3;0;28/04/2006;20:30;;2006;36
FC Sète 34;Stade Lavallois;3;2;28/04/2006;20:30;;2006;36
CS Sedan;Valenciennes FC;0;3;28/04/2006;20:35;;2006;36
FC Lorient;Amiens SC;1;1;01/05/2006;20:30;;2006;36
Amiens SC;Dijon FCO;1;0;05/05/2006;20:30;;2006;37
Stade Brestois 29;SM Caen;2;1;05/05/2006;20:30;;2006;37
Châteauroux;FC Gueugnon;1;1;05/05/2006;20:30;;2006;37
US Créteil-Lusitanos;GF38;1;0;05/05/2006;20:30;;2006;37
EA Guingamp;FC Sète 34;1;0;05/05/2006;20:30;;2006;37
Stade Lavallois;Clermont Foot;2;1;05/05/2006;20:30;;2006;37
Havre AC;FC Istres;0;0;05/05/2006;20:30;;2006;37
Montpellier Hérault SC;SC Bastia;1;1;05/05/2006;20:30;;2006;37
Stade de Reims;CS Sedan;1;2;05/05/2006;20:30;;2006;37
Valenciennes FC;FC Lorient;1;0;05/05/2006;20:30;;2006;37
SC Bastia;Châteauroux;1;4;12/05/2006;20:30;;2006;38
SM Caen;US Créteil-Lusitanos;3;1;12/05/2006;20:30;;2006;38
Dijon FCO;Valenciennes FC;2;0;12/05/2006;20:30;;2006;38
GF38;Amiens SC;3;0;12/05/2006;20:30;;2006;38
FC Gueugnon;Stade Brestois 29;0;1;12/05/2006;20:30;;2006;38
FC Istres;Stade Lavallois;2;1;12/05/2006;20:30;;2006;38
Havre AC;Montpellier Hérault SC;1;0;12/05/2006;20:30;;2006;38
FC Lorient;Stade de Reims;3;1;12/05/2006;20:30;;2006;38
CS Sedan;EA Guingamp;2;0;12/05/2006;20:30;;2006;38
FC Sète 34;Clermont Foot;1;3;12/05/2006;20:30;;2006;38
AC Ajaccio;Chamois Niortais;1;1;28/07/2006;20:00;;2007;1
SM Caen;FC Libourne Saint Seurin;2;1;28/07/2006;20:00;;2007;1
Châteauroux;Tours FC;3;1;28/07/2006;20:00;;2007;1
US Créteil-Lusitanos;EA Guingamp;0;0;28/07/2006;20:00;;2007;1
GF38;Montpellier Hérault SC;3;2;28/07/2006;20:00;;2007;1
FC Istres;SC Bastia;2;2;28/07/2006;20:00;;2007;1
Havre AC;Amiens SC;1;3;28/07/2006;20:00;;2007;1
Stade de Reims;Stade Brestois 29;2;0;28/07/2006;20:00;;2007;1
RC Strasbourg;Dijon FCO;0;0;28/07/2006;20:30;;2007;1
FC Gueugnon;FC Metz;0;1;29/07/2006;17:30;;2007;1
EA Guingamp;AC Ajaccio;1;1;03/08/2006;20:30;;2007;2
Amiens SC;RC Strasbourg;1;0;04/08/2006;20:00;;2007;2
SC Bastia;Stade de Reims;1;0;04/08/2006;20:00;;2007;2
Stade Brestois 29;FC Libourne Saint Seurin;2;2;04/08/2006;20:00;;2007;2
Châteauroux;Havre AC;2;2;04/08/2006;20:00;;2007;2
Dijon FCO;SM Caen;0;2;04/08/2006;20:00;;2007;2
FC Metz;FC Istres;3;0;04/08/2006;20:00;;2007;2
Montpellier Hérault SC;FC Gueugnon;0;3;04/08/2006;20:00;;2007;2
Chamois Niortais;GF38;2;1;04/08/2006;20:00;;2007;2
Tours FC;US Créteil-Lusitanos;1;1;04/08/2006;20:00;;2007;2
FC Libourne Saint Seurin;SC Bastia;2;4;07/08/2006;21:00;;2007;3
AC Ajaccio;Amiens SC;3;1;08/08/2006;20:00;;2007;3
SM Caen;Stade Brestois 29;1;0;08/08/2006;20:00;;2007;3
US Créteil-Lusitanos;Châteauroux;1;3;08/08/2006;20:00;;2007;3
GF38;EA Guingamp;1;0;08/08/2006;20:00;;2007;3
FC Gueugnon;Chamois Niortais;0;1;08/08/2006;20:00;;2007;3
FC Istres;Dijon FCO;2;2;08/08/2006;20:00;;2007;3
Havre AC;Tours FC;3;0;08/08/2006;20:00;;2007;3
RC Strasbourg;Montpellier Hérault SC;2;0;08/08/2006;20:00;;2007;3
Stade de Reims;FC Metz;2;0;08/08/2006;21:00;;2007;3
SC Bastia;Stade Brestois 29;4;2;11/08/2006;20:00;;2007;4
Châteauroux;GF38;2;2;11/08/2006;20:00;;2007;4
US Créteil-Lusitanos;FC Gueugnon;0;0;11/08/2006;20:00;;2007;4
Dijon FCO;Stade de Reims;1;0;11/08/2006;20:00;;2007;4
EA Guingamp;Havre AC;1;2;11/08/2006;20:00;;2007;4
FC Metz;FC Libourne Saint Seurin;1;0;11/08/2006;20:00;;2007;4
Chamois Niortais;RC Strasbourg;2;2;11/08/2006;20:00;;2007;4
Tours FC;AC Ajaccio;1;0;11/08/2006;20:00;;2007;4
Montpellier Hérault SC;FC Istres;4;0;11/08/2006;21:00;;2007;4
Amiens SC;SM Caen;2;2;14/08/2006;20:30;;2007;4
AC Ajaccio;Châteauroux;2;3;18/08/2006;20:00;;2007;5
Stade Brestois 29;FC Metz;0;1;18/08/2006;20:00;;2007;5
SM Caen;SC Bastia;2;0;18/08/2006;20:00;;2007;5
GF38;Tours FC;2;1;18/08/2006;20:00;;2007;5
FC Gueugnon;Amiens SC;2;1;18/08/2006;20:00;;2007;5
FC Istres;Chamois Niortais;1;0;18/08/2006;20:00;;2007;5
Havre AC;US Créteil-Lusitanos;2;1;18/08/2006;20:00;;2007;5
FC Libourne Saint Seurin;Dijon FCO;0;1;18/08/2006;20:00;;2007;5
Stade de Reims;Montpellier Hérault SC;4;1;18/08/2006;20:00;;2007;5
RC Strasbourg;EA Guingamp;2;0;18/08/2006;20:30;;2007;5
Amiens SC;GF38;0;1;25/08/2006;20:00;;2007;6
US Créteil-Lusitanos;AC Ajaccio;0;0;25/08/2006;20:00;;2007;6
Dijon FCO;Stade Brestois 29;1;1;25/08/2006;20:00;;2007;6
EA Guingamp;FC Gueugnon;6;1;25/08/2006;20:00;;2007;6
FC Metz;SC Bastia;2;1;25/08/2006;20:00;;2007;6
Montpellier Hérault SC;FC Libourne Saint Seurin;0;1;25/08/2006;20:00;;2007;6
Chamois Niortais;Stade de Reims;0;0;25/08/2006;20:00;;2007;6
Tours FC;RC Strasbourg;0;0;25/08/2006;20:00;;2007;6
Havre AC;SM Caen;2;2;25/08/2006;20:30;;2007;6
Châteauroux;FC Istres;0;0;27/08/2006;16:30;;2007;6
SM Caen;FC Metz;0;0;07/09/2006;20:30;;2007;7
AC Ajaccio;Havre AC;0;0;08/09/2006;20:00;;2007;7
SC Bastia;Dijon FCO;1;1;08/09/2006;20:00;;2007;7
Stade Brestois 29;Montpellier Hérault SC;0;0;08/09/2006;20:00;;2007;7
GF38;US Créteil-Lusitanos;3;1;08/09/2006;20:00;;2007;7
FC Gueugnon;Tours FC;2;1;08/09/2006;20:00;;2007;7
FC Istres;EA Guingamp;1;0;08/09/2006;20:00;;2007;7
FC Libourne Saint Seurin;Chamois Niortais;3;1;08/09/2006;20:00;;2007;7
Stade de Reims;Amiens SC;1;0;08/09/2006;20:00;;2007;7
RC Strasbourg;Châteauroux;2;0;11/09/2006;20:30;;2007;7
AC Ajaccio;Stade de Reims;2;1;15/09/2006;20:00;;2007;8
Amiens SC;FC Libourne Saint Seurin;1;1;15/09/2006;20:00;;2007;8
Châteauroux;FC Gueugnon;2;1;15/09/2006;20:00;;2007;8
US Créteil-Lusitanos;RC Strasbourg;0;2;15/09/2006;20:00;;2007;8
Dijon FCO;FC Metz;0;3;15/09/2006;20:00;;2007;8
Havre AC;GF38;1;1;15/09/2006;20:00;;2007;8
Chamois Niortais;SM Caen;2;2;15/09/2006;20:00;;2007;8
Tours FC;FC Istres;2;0;15/09/2006;20:00;;2007;8
Montpellier Hérault SC;SC Bastia;4;0;15/09/2006;20:30;;2007;8
EA Guingamp;Stade Brestois 29;1;1;18/09/2006;20:30;;2007;8
SC Bastia;Chamois Niortais;4;1;22/09/2006;20:00;;2007;9
SM Caen;Tours FC;1;0;22/09/2006;20:00;;2007;9
FC Gueugnon;Dijon FCO;0;2;22/09/2006;20:00;;2007;9
FC Istres;Amiens SC;1;3;22/09/2006;20:00;;2007;9
Stade de Reims;EA Guingamp;1;0;22/09/2006;20:00;;2007;9
GF38;AC Ajaccio;2;0;22/09/2006;20:30;;2007;9
Stade Brestois 29;US Créteil-Lusitanos;4;1;23/09/2006;20:00;;2007;9
RC Strasbourg;Havre AC;1;1;23/09/2006;20:00;;2007;9
FC Libourne Saint Seurin;Châteauroux;0;1;24/09/2006;18:00;;2007;9
FC Metz;Montpellier Hérault SC;2;1;25/09/2006;20:30;;2007;9
AC Ajaccio;RC Strasbourg;2;2;29/09/2006;20:00;;2007;10
Châteauroux;Stade de Reims;1;1;29/09/2006;20:00;;2007;10
US Créteil-Lusitanos;FC Istres;1;0;29/09/2006;20:00;;2007;10
GF38;Stade Brestois 29;0;0;29/09/2006;20:00;;2007;10
Havre AC;FC Gueugnon;6;1;29/09/2006;20:00;;2007;10
Montpellier Hérault SC;Dijon FCO;3;0;29/09/2006;20:00;;2007;10
Chamois Niortais;FC Metz;1;1;29/09/2006;20:00;;2007;10
Tours FC;FC Libourne Saint Seurin;1;2;29/09/2006;20:00;;2007;10
EA Guingamp;SM Caen;1;3;29/09/2006;20:30;;2007;10
Amiens SC;SC Bastia;1;0;02/10/2006;20:30;;2007;10
SC Bastia;Châteauroux;1;2;13/10/2006;20:00;;2007;11
Stade Brestois 29;Amiens SC;1;1;13/10/2006;20:00;;2007;11
Dijon FCO;Chamois Niortais;2;1;13/10/2006;20:00;;2007;11
FC Gueugnon;AC Ajaccio;1;0;13/10/2006;20:00;;2007;11
FC Istres;Havre AC;0;1;13/10/2006;20:00;;2007;11
FC Libourne Saint Seurin;EA Guingamp;1;1;13/10/2006;20:00;;2007;11
FC Metz;US Créteil-Lusitanos;2;0;13/10/2006;20:00;;2007;11
Stade de Reims;Tours FC;2;1;13/10/2006;20:00;;2007;11
RC Strasbourg;GF38;1;0;13/10/2006;20:30;;2007;11
SM Caen;Montpellier Hérault SC;0;0;16/10/2006;20:30;;2007;11
AC Ajaccio;FC Istres;2;0;20/10/2006;20:00;;2007;12
Amiens SC;Dijon FCO;0;4;20/10/2006;20:00;;2007;12
Châteauroux;Stade Brestois 29;1;0;20/10/2006;20:00;;2007;12
US Créteil-Lusitanos;FC Libourne Saint Seurin;1;0;20/10/2006;20:00;;2007;12
GF38;FC Gueugnon;2;2;20/10/2006;20:00;;2007;12
EA Guingamp;FC Metz;0;2;20/10/2006;20:00;;2007;12
Chamois Niortais;Montpellier Hérault SC;1;1;20/10/2006;20:00;;2007;12
Havre AC;Stade de Reims;1;0;20/10/2006;20:30;;2007;12
RC Strasbourg;SM Caen;3;2;22/10/2006;16:00;;2007;12
Tours FC;SC Bastia;0;3;23/10/2006;20:30;;2007;12
SC Bastia;EA Guingamp;0;0;27/10/2006;20:00;;2007;13
Stade Brestois 29;Chamois Niortais;1;0;27/10/2006;20:00;;2007;13
Dijon FCO;Châteauroux;2;0;27/10/2006;20:00;;2007;13
FC Gueugnon;RC Strasbourg;0;1;27/10/2006;20:00;;2007;13
FC Libourne Saint Seurin;Havre AC;0;0;27/10/2006;20:00;;2007;13
FC Metz;Tours FC;2;1;27/10/2006;20:00;;2007;13
Montpellier Hérault SC;Amiens SC;1;2;27/10/2006;20:00;;2007;13
Stade de Reims;US Créteil-Lusitanos;0;0;27/10/2006;20:00;;2007;13
SM Caen;AC Ajaccio;4;0;27/10/2006;20:30;;2007;13
FC Istres;GF38;3;0;30/10/2006;20:30;;2007;13
AC Ajaccio;FC Libourne Saint Seurin;1;0;03/11/2006;20:00;;2007;14
Amiens SC;Chamois Niortais;1;0;03/11/2006;20:00;;2007;14
Châteauroux;FC Metz;0;1;03/11/2006;20:00;;2007;14
US Créteil-Lusitanos;SC Bastia;1;0;03/11/2006;20:00;;2007;14
FC Gueugnon;Stade de Reims;0;0;03/11/2006;20:00;;2007;14
EA Guingamp;Montpellier Hérault SC;1;0;03/11/2006;20:00;;2007;14
Havre AC;Stade Brestois 29;0;1;03/11/2006;20:00;;2007;14
RC Strasbourg;FC Istres;2;0;03/11/2006;20:00;;2007;14
Tours FC;Dijon FCO;0;1;03/11/2006;20:00;;2007;14
GF38;SM Caen;1;1;03/11/2006;20:30;;2007;14
FC Metz;Amiens SC;1;0;06/11/2006;20:00;;2007;15
SC Bastia;Havre AC;1;1;07/11/2006;20:00;;2007;15
Stade Brestois 29;AC Ajaccio;0;1;07/11/2006;20:00;;2007;15
SM Caen;US Créteil-Lusitanos;1;0;07/11/2006;20:00;;2007;15
Dijon FCO;EA Guingamp;2;1;07/11/2006;20:00;;2007;15
FC Istres;FC Gueugnon;0;1;07/11/2006;20:00;;2007;15
FC Libourne Saint Seurin;GF38;2;1;07/11/2006;20:00;;2007;15
Montpellier Hérault SC;Tours FC;1;0;07/11/2006;20:00;;2007;15
Chamois Niortais;Châteauroux;2;0;07/11/2006;20:00;;2007;15
Stade de Reims;RC Strasbourg;2;0;07/11/2006;20:30;;2007;15
Châteauroux;Montpellier Hérault SC;0;1;10/11/2006;20:00;;2007;16
US Créteil-Lusitanos;Dijon FCO;1;1;10/11/2006;20:00;;2007;16
GF38;Stade de Reims;5;1;10/11/2006;20:00;;2007;16
FC Gueugnon;SM Caen;0;1;10/11/2006;20:00;;2007;16
EA Guingamp;Amiens SC;2;3;10/11/2006;20:00;;2007;16
FC Istres;Stade Brestois 29;1;1;10/11/2006;20:00;;2007;16
RC Strasbourg;FC Libourne Saint Seurin;2;1;10/11/2006;20:00;;2007;16
Tours FC;Chamois Niortais;1;0;10/11/2006;20:00;;2007;16
AC Ajaccio;SC Bastia;0;1;10/11/2006;20:30;;2007;16
Havre AC;FC Metz;1;1;13/11/2006;20:30;;2007;16
Amiens SC;Tours FC;3;0;17/11/2006;20:00;;2007;17
SC Bastia;GF38;0;0;17/11/2006;20:00;;2007;17
Dijon FCO;Havre AC;2;1;17/11/2006;20:00;;2007;17
FC Libourne Saint Seurin;FC Gueugnon;2;1;17/11/2006;20:00;;2007;17
Montpellier Hérault SC;US Créteil-Lusitanos;1;1;17/11/2006;20:00;;2007;17
Chamois Niortais;EA Guingamp;0;1;17/11/2006;20:00;;2007;17
Stade de Reims;FC Istres;1;2;17/11/2006;20:00;;2007;17
SM Caen;Châteauroux;1;0;17/11/2006;20:30;;2007;17
FC Metz;AC Ajaccio;2;0;19/11/2006;16:00;;2007;17
Stade Brestois 29;RC Strasbourg;1;1;20/11/2006;20:30;;2007;17
AC Ajaccio;Dijon FCO;3;0;01/12/2006;20:00;;2007;18
Châteauroux;Amiens SC;3;1;01/12/2006;20:00;;2007;18
US Créteil-Lusitanos;Chamois Niortais;3;1;01/12/2006;20:00;;2007;18
FC Gueugnon;Stade Brestois 29;4;2;01/12/2006;20:00;;2007;18
FC Istres;FC Libourne Saint Seurin;2;2;01/12/2006;20:00;;2007;18
Havre AC;Montpellier Hérault SC;3;0;01/12/2006;20:00;;2007;18
Tours FC;EA Guingamp;1;1;01/12/2006;20:00;;2007;18
RC Strasbourg;SC Bastia;1;1;01/12/2006;20:30;;2007;18
GF38;FC Metz;1;1;03/12/2006;16:00;;2007;18
Stade de Reims;SM Caen;2;2;04/12/2006;20:30;;2007;18
Amiens SC;US Créteil-Lusitanos;1;0;08/12/2006;20:00;;2007;19
SC Bastia;FC Gueugnon;0;1;08/12/2006;20:00;;2007;19
Stade Brestois 29;Tours FC;1;1;08/12/2006;20:00;;2007;19
SM Caen;FC Istres;4;0;08/12/2006;20:00;;2007;19
EA Guingamp;Châteauroux;1;1;08/12/2006;20:00;;2007;19
FC Libourne Saint Seurin;Stade de Reims;2;3;08/12/2006;20:00;;2007;19
Montpellier Hérault SC;AC Ajaccio;1;2;08/12/2006;20:00;;2007;19
Chamois Niortais;Havre AC;0;0;08/12/2006;20:00;;2007;19
FC Metz;RC Strasbourg;4;1;08/12/2006;20:30;;2007;19
Dijon FCO;GF38;1;1;11/12/2006;20:30;;2007;19
RC Strasbourg;Amiens SC;1;0;21/12/2006;20:30;;2007;20
AC Ajaccio;EA Guingamp;0;0;22/12/2006;20:00;;2007;20
SM Caen;Dijon FCO;3;2;22/12/2006;20:00;;2007;20
US Créteil-Lusitanos;Tours FC;4;3;22/12/2006;20:00;;2007;20
GF38;Chamois Niortais;4;1;22/12/2006;20:00;;2007;20
FC Gueugnon;Montpellier Hérault SC;3;0;22/12/2006;20:00;;2007;20
FC Istres;FC Metz;0;0;22/12/2006;20:00;;2007;20
Havre AC;Châteauroux;1;0;22/12/2006;20:00;;2007;20
FC Libourne Saint Seurin;Stade Brestois 29;3;2;22/12/2006;20:00;;2007;20
Stade de Reims;SC Bastia;1;1;23/12/2006;20:30;;2007;20
Amiens SC;AC Ajaccio;1;1;12/01/2007;20:00;;2007;21
SC Bastia;FC Libourne Saint Seurin;3;2;12/01/2007;20:00;;2007;21
Châteauroux;US Créteil-Lusitanos;1;0;12/01/2007;20:00;;2007;21
Dijon FCO;FC Istres;1;0;12/01/2007;20:00;;2007;21
EA Guingamp;GF38;2;2;12/01/2007;20:00;;2007;21
Chamois Niortais;FC Gueugnon;1;1;12/01/2007;20:00;;2007;21
Tours FC;Havre AC;0;2;12/01/2007;20:00;;2007;21
FC Metz;Stade de Reims;2;2;12/01/2007;20:30;;2007;21
Montpellier Hérault SC;RC Strasbourg;0;0;14/01/2007;16:00;;2007;21
Stade Brestois 29;SM Caen;2;2;15/01/2007;20:30;;2007;21
AC Ajaccio;Tours FC;0;1;26/01/2007;20:00;;2007;22
Stade Brestois 29;SC Bastia;3;1;26/01/2007;20:00;;2007;22
GF38;Châteauroux;0;1;26/01/2007;20:00;;2007;22
FC Gueugnon;US Créteil-Lusitanos;1;1;26/01/2007;20:00;;2007;22
FC Istres;Montpellier Hérault SC;1;2;26/01/2007;20:00;;2007;22
Stade de Reims;Dijon FCO;1;0;26/01/2007;20:00;;2007;22
RC Strasbourg;Chamois Niortais;1;0;26/01/2007;20:00;;2007;22
SM Caen;Amiens SC;3;1;26/01/2007;20:30;;2007;22
Havre AC;EA Guingamp;2;0;29/01/2007;20:30;;2007;22
FC Libourne Saint Seurin;FC Metz;0;2;23/03/2007;20:30;;2007;22
Amiens SC;FC Gueugnon;2;0;02/02/2007;20:00;;2007;23
SC Bastia;SM Caen;2;0;02/02/2007;20:00;;2007;23
Châteauroux;AC Ajaccio;2;1;02/02/2007;20:00;;2007;23
US Créteil-Lusitanos;Havre AC;0;1;02/02/2007;20:00;;2007;23
Dijon FCO;FC Libourne Saint Seurin;0;1;02/02/2007;20:00;;2007;23
Montpellier Hérault SC;Stade de Reims;2;0;02/02/2007;20:00;;2007;23
Chamois Niortais;FC Istres;0;0;02/02/2007;20:00;;2007;23
Tours FC;GF38;1;1;02/02/2007;20:00;;2007;23
FC Metz;Stade Brestois 29;0;0;02/02/2007;20:30;;2007;23
EA Guingamp;RC Strasbourg;1;1;05/02/2007;20:30;;2007;23
AC Ajaccio;US Créteil-Lusitanos;5;0;09/02/2007;20:00;;2007;24
Stade Brestois 29;Dijon FCO;0;0;09/02/2007;20:00;;2007;24
GF38;Amiens SC;0;1;09/02/2007;20:00;;2007;24
FC Gueugnon;EA Guingamp;2;0;09/02/2007;20:00;;2007;24
FC Istres;Châteauroux;3;1;09/02/2007;20:00;;2007;24
FC Libourne Saint Seurin;Montpellier Hérault SC;2;2;09/02/2007;20:00;;2007;24
Stade de Reims;Chamois Niortais;2;3;09/02/2007;20:00;;2007;24
RC Strasbourg;Tours FC;2;1;09/02/2007;20:00;;2007;24
SM Caen;Havre AC;1;1;09/02/2007;20:30;;2007;24
SC Bastia;FC Metz;1;0;12/02/2007;20:30;;2007;24
Amiens SC;Stade de Reims;2;1;16/02/2007;20:00;;2007;25
US Créteil-Lusitanos;GF38;1;1;16/02/2007;20:00;;2007;25
Dijon FCO;SC Bastia;0;0;16/02/2007;20:00;;2007;25
EA Guingamp;FC Istres;3;0;16/02/2007;20:00;;2007;25
Havre AC;AC Ajaccio;4;1;16/02/2007;20:00;;2007;25
Montpellier Hérault SC;Stade Brestois 29;0;0;16/02/2007;20:00;;2007;25
Chamois Niortais;FC Libourne Saint Seurin;2;0;16/02/2007;20:00;;2007;25
Tours FC;FC Gueugnon;2;1;16/02/2007;20:00;;2007;25
Châteauroux;RC Strasbourg;1;1;18/02/2007;16:15;;2007;25
FC Metz;SM Caen;2;0;19/02/2007;20:30;;2007;25
SC Bastia;Montpellier Hérault SC;1;0;23/02/2007;20:00;;2007;26
Stade Brestois 29;EA Guingamp;2;3;23/02/2007;20:00;;2007;26
SM Caen;Chamois Niortais;4;0;23/02/2007;20:00;;2007;26
FC Gueugnon;Châteauroux;3;0;23/02/2007;20:00;;2007;26
FC Istres;Tours FC;2;1;23/02/2007;20:00;;2007;26
FC Libourne Saint Seurin;Amiens SC;1;1;23/02/2007;20:00;;2007;26
Stade de Reims;AC Ajaccio;4;1;23/02/2007;20:00;;2007;26
RC Strasbourg;US Créteil-Lusitanos;1;0;23/02/2007;20:00;;2007;26
FC Metz;Dijon FCO;5;0;23/02/2007;20:30;;2007;26
GF38;Havre AC;2;1;26/02/2007;20:30;;2007;26
AC Ajaccio;GF38;3;1;02/03/2007;20:00;;2007;27
Amiens SC;FC Istres;2;1;02/03/2007;20:00;;2007;27
Châteauroux;FC Libourne Saint Seurin;0;1;02/03/2007;20:00;;2007;27
US Créteil-Lusitanos;Stade Brestois 29;0;2;02/03/2007;20:00;;2007;27
Dijon FCO;FC Gueugnon;1;0;02/03/2007;20:00;;2007;27
EA Guingamp;Stade de Reims;1;0;02/03/2007;20:00;;2007;27
Montpellier Hérault SC;FC Metz;1;1;02/03/2007;20:00;;2007;27
Chamois Niortais;SC Bastia;0;0;02/03/2007;20:00;;2007;27
Havre AC;RC Strasbourg;0;1;02/03/2007;20:30;;2007;27
Tours FC;SM Caen;2;3;05/03/2007;20:30;;2007;27
SC Bastia;Amiens SC;2;2;09/03/2007;20:00;;2007;28
Stade Brestois 29;GF38;1;0;09/03/2007;20:00;;2007;28
Dijon FCO;Montpellier Hérault SC;1;1;09/03/2007;20:00;;2007;28
FC Gueugnon;Havre AC;2;1;09/03/2007;20:00;;2007;28
FC Istres;US Créteil-Lusitanos;0;0;09/03/2007;20:00;;2007;28
FC Libourne Saint Seurin;Tours FC;1;0;09/03/2007;20:00;;2007;28
FC Metz;Chamois Niortais;0;0;09/03/2007;20:00;;2007;28
RC Strasbourg;AC Ajaccio;0;0;09/03/2007;20:00;;2007;28
SM Caen;EA Guingamp;1;1;09/03/2007;20:30;;2007;28
Stade de Reims;Châteauroux;0;2;12/03/2007;20:30;;2007;28
AC Ajaccio;FC Gueugnon;1;1;16/03/2007;20:00;;2007;29
Amiens SC;Stade Brestois 29;2;0;16/03/2007;20:00;;2007;29
Châteauroux;SC Bastia;1;2;16/03/2007;20:00;;2007;29
EA Guingamp;FC Libourne Saint Seurin;2;1;16/03/2007;20:00;;2007;29
Havre AC;FC Istres;1;0;16/03/2007;20:00;;2007;29
Montpellier Hérault SC;SM Caen;1;2;16/03/2007;20:00;;2007;29
Chamois Niortais;Dijon FCO;2;1;16/03/2007;20:00;;2007;29
Tours FC;Stade de Reims;0;0;16/03/2007;20:00;;2007;29
US Créteil-Lusitanos;FC Metz;1;1;16/03/2007;20:30;;2007;29
GF38;RC Strasbourg;NA;NA;19/03/2007;Reporté;;2007;29
GF38;RC Strasbourg;1;1;17/04/2007;20:00;;2007;29
SC Bastia;Tours FC;2;0;30/03/2007;20:00;;2007;30
Stade Brestois 29;Châteauroux;0;0;30/03/2007;20:00;;2007;30
Dijon FCO;Amiens SC;1;2;30/03/2007;20:00;;2007;30
FC Gueugnon;GF38;0;0;30/03/2007;20:00;;2007;30
FC Istres;AC Ajaccio;1;4;30/03/2007;20:00;;2007;30
FC Libourne Saint Seurin;US Créteil-Lusitanos;0;2;30/03/2007;20:00;;2007;30
FC Metz;EA Guingamp;1;0;30/03/2007;20:00;;2007;30
Montpellier Hérault SC;Chamois Niortais;2;1;30/03/2007;20:00;;2007;30
SM Caen;RC Strasbourg;2;2;30/03/2007;20:30;;2007;30
Stade de Reims;Havre AC;3;2;02/04/2007;20:30;;2007;30
AC Ajaccio;SM Caen;0;0;06/04/2007;20:00;;2007;31
Amiens SC;Montpellier Hérault SC;4;1;06/04/2007;20:00;;2007;31
Châteauroux;Dijon FCO;2;1;06/04/2007;20:00;;2007;31
US Créteil-Lusitanos;Stade de Reims;1;1;06/04/2007;20:00;;2007;31
GF38;FC Istres;3;0;06/04/2007;20:00;;2007;31
EA Guingamp;SC Bastia;4;0;06/04/2007;20:00;;2007;31
Havre AC;FC Libourne Saint Seurin;2;0;06/04/2007;20:00;;2007;31
Chamois Niortais;Stade Brestois 29;1;0;06/04/2007;20:00;;2007;31
RC Strasbourg;FC Gueugnon;2;1;06/04/2007;20:30;;2007;31
Tours FC;FC Metz;0;1;09/04/2007;20:30;;2007;31
SC Bastia;US Créteil-Lusitanos;1;2;13/04/2007;20:00;;2007;32
SM Caen;GF38;0;1;13/04/2007;20:00;;2007;32
Dijon FCO;Tours FC;2;1;13/04/2007;20:00;;2007;32
FC Libourne Saint Seurin;AC Ajaccio;1;0;13/04/2007;20:00;;2007;32
FC Metz;Châteauroux;2;0;13/04/2007;20:00;;2007;32
Montpellier Hérault SC;EA Guingamp;1;1;13/04/2007;20:00;;2007;32
Chamois Niortais;Amiens SC;2;0;13/04/2007;20:00;;2007;32
Stade de Reims;FC Gueugnon;1;0;13/04/2007;20:00;;2007;32
FC Istres;RC Strasbourg;3;2;13/04/2007;20:30;;2007;32
Stade Brestois 29;Havre AC;2;0;16/04/2007;20:30;;2007;32
AC Ajaccio;Stade Brestois 29;2;1;20/04/2007;20:00;;2007;33
Châteauroux;Chamois Niortais;0;0;20/04/2007;20:00;;2007;33
US Créteil-Lusitanos;SM Caen;4;3;20/04/2007;20:00;;2007;33
GF38;FC Libourne Saint Seurin;2;1;20/04/2007;20:00;;2007;33
FC Gueugnon;FC Istres;3;3;20/04/2007;20:00;;2007;33
EA Guingamp;Dijon FCO;2;2;20/04/2007;20:00;;2007;33
Havre AC;SC Bastia;2;0;20/04/2007;20:00;;2007;33
