club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
EA Guingamp;UES Montmorillon;1;1;30/08/1980;;B;1981;4
FC Rouen 1899;USL Dunkerque;1;0;30/08/1980;;B;1981;4
US Orléans;Havre AC;1;2;30/08/1980;;B;1981;4
Stade Brestois 29;SM Caen;2;0;30/08/1980;;B;1981;4
Limoges FC;Quimper Cornouaille FC;0;1;30/08/1980;;B;1981;4
Paris FC;Stade Rennais FC;1;0;30/08/1980;;B;1981;4
Montluçon;Montpellier Hérault SC;1;1;06/09/1980;;A;1981;5
Angoulême;FC Avignon;4;0;06/09/1980;;A;1981;5
FC Martigues;GF38;1;0;06/09/1980;;A;1981;5
FC Gueugnon;Toulouse FC;3;0;06/09/1980;;A;1981;5
AS Cannes;AS Corbeil-Essonnes;1;1;06/09/1980;;A;1981;5
Olympique Thonon Chablais;SR Saint-Dié;1;0;06/09/1980;;A;1981;5
Besançon RC;AS Libourne;3;1;06/09/1980;;A;1981;5
GFC Ajaccio;Olympique de Marseille;1;1;06/09/1980;;A;1981;5
AS Béziers;US Tavaux;2;0;06/09/1980;;A;1981;5
AAJ Blois;Thionville;0;0;06/09/1980;;B;1981;5
UES Montmorillon;FC Rouen 1899;1;1;06/09/1980;;B;1981;5
US Nœux-les-Mines;Châteauroux;5;2;06/09/1980;;B;1981;5
Quimper Cornouaille FC;EA Guingamp;0;2;06/09/1980;;B;1981;5
Stade Rennais FC;Stade Brestois 29;1;1;06/09/1980;;B;1981;5
Havre AC;Limoges FC;1;2;06/09/1980;;B;1981;5
SM Caen;Paris FC;1;0;06/09/1980;;B;1981;5
Stade de Reims;US Orléans;1;0;06/09/1980;;B;1981;5
USL Dunkerque;SC Abbeville;5;0;06/09/1980;;B;1981;5
Montpellier Hérault SC;AS Cannes;3;0;13/09/1980;;A;1981;6
Toulouse FC;FC Martigues;1;1;13/09/1980;;A;1981;6
Olympique de Marseille;Angoulême;2;1;13/09/1980;;A;1981;6
FC Avignon;Olympique Thonon Chablais;2;0;13/09/1980;;A;1981;6
Besançon RC;GFC Ajaccio;2;0;13/09/1980;;A;1981;6
AS Corbeil-Essonnes;FC Gueugnon;1;3;13/09/1980;;A;1981;6
GF38;AS Béziers;1;2;13/09/1980;;A;1981;6
SR Saint-Dié;US Tavaux;1;0;13/09/1980;;A;1981;6
AS Libourne;Montluçon;2;1;13/09/1980;;A;1981;6
US Orléans;US Nœux-les-Mines;3;2;13/09/1980;;B;1981;6
EA Guingamp;Havre AC;0;1;13/09/1980;;B;1981;6
Thionville;Stade de Reims;1;1;13/09/1980;;B;1981;6
FC Rouen 1899;SM Caen;2;0;13/09/1980;;B;1981;6
Paris FC;Stade Brestois 29;0;0;13/09/1980;;B;1981;6
Châteauroux;Stade Rennais FC;3;0;13/09/1980;;B;1981;6
Limoges FC;AAJ Blois;1;0;13/09/1980;;B;1981;6
SC Abbeville;UES Montmorillon;1;1;13/09/1980;;B;1981;6
Quimper Cornouaille FC;USL Dunkerque;2;0;13/09/1980;;B;1981;6
AS Béziers;Montpellier Hérault SC;1;1;20/09/1980;;A;1981;7
FC Martigues;SR Saint-Dié;2;1;20/09/1980;;A;1981;7
AS Cannes;FC Avignon;1;1;20/09/1980;;A;1981;7
Montluçon;Besançon RC;0;2;20/09/1980;;A;1981;7
Angoulême;Toulouse FC;1;0;20/09/1980;;A;1981;7
FC Gueugnon;Olympique de Marseille;1;0;20/09/1980;;A;1981;7
Olympique Thonon Chablais;AS Corbeil-Essonnes;0;1;20/09/1980;;A;1981;7
GFC Ajaccio;AS Libourne;1;0;20/09/1980;;A;1981;7
US Tavaux;GF38;1;1;20/09/1980;;A;1981;7
AAJ Blois;FC Rouen 1899;0;0;20/09/1980;;B;1981;7
SM Caen;Thionville;0;0;20/09/1980;;B;1981;7
Stade Brestois 29;Châteauroux;5;1;20/09/1980;;B;1981;7
US Nœux-les-Mines;Paris FC;1;0;20/09/1980;;B;1981;7
USL Dunkerque;EA Guingamp;0;1;20/09/1980;;B;1981;7
Havre AC;Quimper Cornouaille FC;0;0;20/09/1980;;B;1981;7
Stade Rennais FC;Limoges FC;2;1;20/09/1980;;B;1981;7
Stade de Reims;SC Abbeville;2;4;20/09/1980;;B;1981;7
UES Montmorillon;US Orléans;1;1;20/09/1980;;B;1981;7
Montpellier Hérault SC;FC Martigues;3;0;27/09/1980;;A;1981;8
Besançon RC;Angoulême;2;0;27/09/1980;;A;1981;8
FC Avignon;FC Gueugnon;1;2;27/09/1980;;A;1981;8
AS Libourne;AS Béziers;3;4;27/09/1980;;A;1981;8
GF38;SR Saint-Dié;2;1;27/09/1980;;A;1981;8
Toulouse FC;AS Cannes;4;1;27/09/1980;;A;1981;8
Montluçon;GFC Ajaccio;2;1;27/09/1980;;A;1981;8
Olympique de Marseille;Olympique Thonon Chablais;0;1;27/09/1980;;A;1981;8
AS Corbeil-Essonnes;US Tavaux;2;2;27/09/1980;;A;1981;8
FC Rouen 1899;Stade de Reims;4;3;27/09/1980;;B;1981;8
Limoges FC;US Nœux-les-Mines;1;0;27/09/1980;;B;1981;8
Thionville;Stade Brestois 29;2;2;27/09/1980;;B;1981;8
EA Guingamp;Stade Rennais FC;0;2;27/09/1980;;B;1981;8
Havre AC;USL Dunkerque;3;0;27/09/1980;;B;1981;8
Quimper Cornouaille FC;UES Montmorillon;1;0;27/09/1980;;B;1981;8
Châteauroux;Paris FC;2;0;27/09/1980;;B;1981;8
SC Abbeville;SM Caen;2;2;27/09/1980;;B;1981;8
US Orléans;AAJ Blois;0;2;27/09/1980;;B;1981;8
AS Béziers;FC Avignon;3;2;04/10/1980;;A;1981;9
FC Gueugnon;Montpellier Hérault SC;1;0;04/10/1980;;A;1981;9
AS Cannes;Besançon RC;1;1;04/10/1980;;A;1981;9
FC Martigues;Olympique de Marseille;1;2;04/10/1980;;A;1981;9
Angoulême;Montluçon;2;0;04/10/1980;;A;1981;9
US Tavaux;Toulouse FC;0;2;04/10/1980;;A;1981;9
Olympique Thonon Chablais;AS Libourne;2;0;04/10/1980;;A;1981;9
SR Saint-Dié;AS Corbeil-Essonnes;2;1;04/10/1980;;A;1981;9
GFC Ajaccio;GF38;0;0;04/10/1980;;A;1981;9
Stade Rennais FC;FC Rouen 1899;0;0;04/10/1980;;B;1981;9
Stade Brestois 29;US Orléans;2;1;04/10/1980;;B;1981;9
Paris FC;Thionville;0;1;04/10/1980;;B;1981;9
UES Montmorillon;Havre AC;1;1;04/10/1980;;B;1981;9
AAJ Blois;Quimper Cornouaille FC;1;1;04/10/1980;;B;1981;9
USL Dunkerque;Châteauroux;2;1;04/10/1980;;B;1981;9
US Nœux-les-Mines;SC Abbeville;1;1;04/10/1980;;B;1981;9
SM Caen;EA Guingamp;0;0;04/10/1980;;B;1981;9
Stade de Reims;Limoges FC;1;0;04/10/1980;;B;1981;9
Montpellier Hérault SC;Angoulême;0;0;11/10/1980;;A;1981;10
Besançon RC;FC Martigues;2;2;11/10/1980;;A;1981;10
AS Libourne;FC Gueugnon;0;3;11/10/1980;;A;1981;10
Olympique de Marseille;AS Béziers;0;0;11/10/1980;;A;1981;10
Toulouse FC;SR Saint-Dié;1;0;11/10/1980;;A;1981;10
GFC Ajaccio;Olympique Thonon Chablais;0;2;11/10/1980;;A;1981;10
FC Avignon;US Tavaux;2;1;11/10/1980;;A;1981;10
Montluçon;AS Cannes;1;0;11/10/1980;;A;1981;10
AS Corbeil-Essonnes;GF38;2;1;11/10/1980;;A;1981;10
FC Rouen 1899;Stade Brestois 29;2;1;11/10/1980;;B;1981;10
Thionville;Châteauroux;2;0;11/10/1980;;B;1981;10
Havre AC;AAJ Blois;3;0;11/10/1980;;B;1981;10
Quimper Cornouaille FC;US Nœux-les-Mines;1;0;11/10/1980;;B;1981;10
EA Guingamp;Stade de Reims;0;3;11/10/1980;;B;1981;10
SC Abbeville;Stade Rennais FC;3;1;11/10/1980;;B;1981;10
Limoges FC;UES Montmorillon;3;0;11/10/1980;;B;1981;10
US Orléans;Paris FC;2;1;11/10/1980;;B;1981;10
USL Dunkerque;SM Caen;2;1;11/10/1980;;B;1981;10
FC Gueugnon;Besançon RC;0;1;18/10/1980;;A;1981;11
SR Saint-Dié;Montpellier Hérault SC;1;2;18/10/1980;;A;1981;11
AS Béziers;AS Corbeil-Essonnes;3;0;18/10/1980;;A;1981;11
GF38;Toulouse FC;0;3;18/10/1980;;A;1981;11
Angoulême;GFC Ajaccio;0;0;18/10/1980;;A;1981;11
Olympique Thonon Chablais;Montluçon;1;0;18/10/1980;;A;1981;11
FC Martigues;FC Avignon;4;0;18/10/1980;;A;1981;11
US Tavaux;Olympique de Marseille;2;1;18/10/1980;;A;1981;11
AS Cannes;AS Libourne;5;0;18/10/1980;;A;1981;11
US Nœux-les-Mines;FC Rouen 1899;2;1;18/10/1980;;B;1981;11
Stade Rennais FC;Thionville;0;1;18/10/1980;;B;1981;11
SM Caen;Havre AC;1;0;18/10/1980;;B;1981;11
Stade de Reims;Quimper Cornouaille FC;4;0;18/10/1980;;B;1981;11
Stade Brestois 29;SC Abbeville;2;0;18/10/1980;;B;1981;11
Paris FC;Limoges FC;6;1;18/10/1980;;B;1981;11
AAJ Blois;EA Guingamp;1;1;18/10/1980;;B;1981;11
Châteauroux;US Orléans;0;5;18/10/1980;;B;1981;11
UES Montmorillon;USL Dunkerque;3;1;18/10/1980;;B;1981;11
Montpellier Hérault SC;US Tavaux;4;0;25/10/1980;;A;1981;12
Besançon RC;AS Béziers;2;0;25/10/1980;;A;1981;12
Montluçon;FC Gueugnon;1;0;25/10/1980;;A;1981;12
Toulouse FC;AS Corbeil-Essonnes;3;0;25/10/1980;;A;1981;12
Angoulême;Olympique Thonon Chablais;0;1;25/10/1980;;A;1981;12
AS Libourne;FC Martigues;2;2;25/10/1980;;A;1981;12
FC Avignon;GF38;3;0;25/10/1980;;A;1981;12
GFC Ajaccio;AS Cannes;0;1;25/10/1980;;A;1981;12
Olympique de Marseille;SR Saint-Dié;1;0;25/10/1980;;A;1981;12
US Orléans;Thionville;3;0;25/10/1980;;B;1981;12
FC Rouen 1899;Châteauroux;1;1;25/10/1980;;B;1981;12
Limoges FC;Stade Brestois 29;1;1;25/10/1980;;B;1981;12
Havre AC;Stade de Reims;2;1;25/10/1980;;B;1981;12
Quimper Cornouaille FC;Stade Rennais FC;2;1;25/10/1980;;B;1981;12
EA Guingamp;US Nœux-les-Mines;1;0;25/10/1980;;B;1981;12
SC Abbeville;Paris FC;4;1;25/10/1980;;B;1981;12
USL Dunkerque;AAJ Blois;2;0;25/10/1980;;B;1981;12
UES Montmorillon;SM Caen;4;1;25/10/1980;;B;1981;12
AS Béziers;Toulouse FC;1;1;01/11/1980;;A;1981;13
FC Martigues;Montluçon;0;1;01/11/1980;;A;1981;13
GF38;Olympique de Marseille;1;3;01/11/1980;;A;1981;13
AS Corbeil-Essonnes;Montpellier Hérault SC;0;2;01/11/1980;;A;1981;13
Olympique Thonon Chablais;Besançon RC;1;0;01/11/1980;;A;1981;13
FC Gueugnon;GFC Ajaccio;0;0;01/11/1980;;A;1981;13
SR Saint-Dié;FC Avignon;3;2;01/11/1980;;A;1981;13
US Tavaux;AS Libourne;1;3;01/11/1980;;A;1981;13
AS Cannes;Angoulême;2;1;01/11/1980;;A;1981;13
Paris FC;FC Rouen 1899;3;0;01/11/1980;;B;1981;13
Stade Brestois 29;EA Guingamp;2;0;01/11/1980;;B;1981;13
Stade Rennais FC;US Orléans;1;0;01/11/1980;;B;1981;13
Stade de Reims;USL Dunkerque;0;2;01/11/1980;;B;1981;13
Thionville;Limoges FC;2;0;01/11/1980;;B;1981;13
US Nœux-les-Mines;Havre AC;1;0;01/11/1980;;B;1981;13
SM Caen;Quimper Cornouaille FC;1;0;01/11/1980;;B;1981;13
Châteauroux;SC Abbeville;1;1;01/11/1980;;B;1981;13
AAJ Blois;UES Montmorillon;1;0;01/11/1980;;B;1981;13
Montpellier Hérault SC;GF38;1;0;08/11/1980;;A;1981;14
Besançon RC;US Tavaux;2;0;08/11/1980;;A;1981;14
AS Cannes;Olympique Thonon Chablais;1;0;08/11/1980;;A;1981;14
FC Avignon;Toulouse FC;1;2;08/11/1980;;A;1981;14
Angoulême;FC Gueugnon;3;1;08/11/1980;;A;1981;14
GFC Ajaccio;FC Martigues;2;4;08/11/1980;;A;1981;14
Olympique de Marseille;AS Corbeil-Essonnes;2;1;08/11/1980;;A;1981;14
AS Libourne;SR Saint-Dié;0;0;08/11/1980;;A;1981;14
Montluçon;AS Béziers;2;1;08/11/1980;;A;1981;14
SC Abbeville;Thionville;2;2;08/11/1980;;B;1981;14
Quimper Cornouaille FC;Stade Brestois 29;0;1;08/11/1980;;B;1981;14
FC Rouen 1899;US Orléans;4;1;08/11/1980;;B;1981;14
Havre AC;Stade Rennais FC;0;0;08/11/1980;;B;1981;14
USL Dunkerque;US Nœux-les-Mines;0;2;08/11/1980;;B;1981;14
AAJ Blois;SM Caen;2;1;08/11/1980;;B;1981;14
UES Montmorillon;Stade de Reims;2;1;08/11/1980;;B;1981;14
Limoges FC;Châteauroux;3;1;08/11/1980;;B;1981;14
EA Guingamp;Paris FC;3;1;08/11/1980;;B;1981;14
Toulouse FC;Olympique de Marseille;3;1;15/11/1980;;A;1981;15
AS Béziers;GFC Ajaccio;3;1;15/11/1980;;A;1981;15
FC Martigues;Angoulême;2;0;15/11/1980;;A;1981;15
US Tavaux;Montluçon;1;0;15/11/1980;;A;1981;15
SR Saint-Dié;Besançon RC;2;0;15/11/1980;;A;1981;15
GF38;AS Libourne;1;0;15/11/1980;;A;1981;15
AS Corbeil-Essonnes;FC Avignon;2;2;15/11/1980;;A;1981;15
FC Gueugnon;AS Cannes;3;0;15/11/1980;;A;1981;15
Olympique Thonon Chablais;Montpellier Hérault SC;2;1;15/11/1980;;A;1981;15
Thionville;FC Rouen 1899;0;0;15/11/1980;;B;1981;15
US Nœux-les-Mines;UES Montmorillon;2;1;15/11/1980;;B;1981;15
Stade Rennais FC;USL Dunkerque;2;0;15/11/1980;;B;1981;15
Stade Brestois 29;Havre AC;2;1;15/11/1980;;B;1981;15
Châteauroux;EA Guingamp;3;0;15/11/1980;;B;1981;15
US Orléans;SC Abbeville;5;1;15/11/1980;;B;1981;15
Stade de Reims;AAJ Blois;4;1;15/11/1980;;B;1981;15
SM Caen;Limoges FC;2;0;15/11/1980;;B;1981;15
Paris FC;Quimper Cornouaille FC;1;1;15/11/1980;;B;1981;15
Montpellier Hérault SC;Toulouse FC;2;1;22/11/1980;;A;1981;16
Besançon RC;GF38;5;1;22/11/1980;;A;1981;16
FC Gueugnon;Olympique Thonon Chablais;1;1;22/11/1980;;A;1981;16
AS Cannes;FC Martigues;0;0;22/11/1980;;A;1981;16
Angoulême;AS Béziers;0;1;22/11/1980;;A;1981;16
Olympique de Marseille;FC Avignon;1;0;22/11/1980;;A;1981;16
Montluçon;SR Saint-Dié;3;2;22/11/1980;;A;1981;16
GFC Ajaccio;US Tavaux;2;1;22/11/1980;;A;1981;16
AS Libourne;AS Corbeil-Essonnes;0;0;22/11/1980;;A;1981;16
USL Dunkerque;Stade Brestois 29;2;1;22/11/1980;;B;1981;16
EA Guingamp;Thionville;0;3;22/11/1980;;B;1981;16
SC Abbeville;FC Rouen 1899;0;0;22/11/1980;;B;1981;16
AAJ Blois;US Nœux-les-Mines;0;1;22/11/1980;;B;1981;16
Havre AC;Paris FC;0;2;22/11/1980;;B;1981;16
Quimper Cornouaille FC;Châteauroux;0;1;22/11/1980;;B;1981;16
Limoges FC;US Orléans;0;2;22/11/1980;;B;1981;16
Stade de Reims;SM Caen;4;1;22/11/1980;;B;1981;16
UES Montmorillon;Stade Rennais FC;2;3;22/11/1980;;B;1981;16
FC Avignon;Montpellier Hérault SC;0;3;29/11/1980;;A;1981;17
AS Corbeil-Essonnes;Besançon RC;0;7;29/11/1980;;A;1981;17
Toulouse FC;AS Libourne;3;0;29/11/1980;;A;1981;17
AS Béziers;Olympique Thonon Chablais;4;1;29/11/1980;;A;1981;17
FC Martigues;FC Gueugnon;1;1;29/11/1980;;A;1981;17
US Tavaux;Angoulême;2;2;29/11/1980;;A;1981;17
Olympique de Marseille;Montluçon;1;0;29/11/1980;;A;1981;17
GF38;AS Cannes;2;1;29/11/1980;;A;1981;17
SR Saint-Dié;GFC Ajaccio;1;1;29/11/1980;;A;1981;17
Thionville;Quimper Cornouaille FC;2;0;29/11/1980;;B;1981;17
Stade Brestois 29;UES Montmorillon;4;0;29/11/1980;;B;1981;17
US Nœux-les-Mines;Stade de Reims;3;0;29/11/1980;;B;1981;17
FC Rouen 1899;Limoges FC;1;1;29/11/1980;;B;1981;17
US Orléans;EA Guingamp;0;0;29/11/1980;;B;1981;17
SC Abbeville;Havre AC;0;1;29/11/1980;;B;1981;17
Châteauroux;AAJ Blois;2;0;29/11/1980;;B;1981;17
Stade Rennais FC;SM Caen;0;0;29/11/1980;;B;1981;17
Paris FC;USL Dunkerque;1;1;29/11/1980;;B;1981;17
GFC Ajaccio;Montpellier Hérault SC;1;1;06/12/1980;;A;1981;18
AS Béziers;FC Martigues;1;0;06/12/1980;;A;1981;18
Olympique Thonon Chablais;Toulouse FC;3;1;06/12/1980;;A;1981;18
FC Gueugnon;US Tavaux;1;2;06/12/1980;;A;1981;18
AS Libourne;Olympique de Marseille;2;1;06/12/1980;;A;1981;18
AS Cannes;SR Saint-Dié;2;0;06/12/1980;;A;1981;18
Montluçon;AS Corbeil-Essonnes;0;2;06/12/1980;;A;1981;18
Angoulême;GF38;4;0;06/12/1980;;A;1981;18
Besançon RC;FC Avignon;1;0;06/12/1980;;A;1981;18
Havre AC;Thionville;2;1;06/12/1980;;B;1981;18
Stade de Reims;Stade Brestois 29;0;2;06/12/1980;;B;1981;18
Quimper Cornouaille FC;FC Rouen 1899;2;1;06/12/1980;;B;1981;18
UES Montmorillon;Châteauroux;2;4;06/12/1980;;B;1981;18
SM Caen;US Orléans;2;0;06/12/1980;;B;1981;18
EA Guingamp;SC Abbeville;5;0;06/12/1980;;B;1981;18
AAJ Blois;Paris FC;2;0;06/12/1980;;B;1981;18
Limoges FC;USL Dunkerque;3;1;06/12/1980;;B;1981;18
US Nœux-les-Mines;Stade Rennais FC;1;1;06/12/1980;;B;1981;18
Montpellier Hérault SC;AS Libourne;1;0;13/12/1980;;A;1981;19
Olympique de Marseille;Besançon RC;2;1;13/12/1980;;A;1981;19
AS Béziers;AS Cannes;1;0;13/12/1980;;A;1981;19
Toulouse FC;GFC Ajaccio;5;1;13/12/1980;;A;1981;19
GF38;Olympique Thonon Chablais;2;0;13/12/1980;;A;1981;19
US Tavaux;FC Martigues;1;0;13/12/1980;;A;1981;19
SR Saint-Dié;FC Gueugnon;0;3;13/12/1980;;A;1981;19
AS Corbeil-Essonnes;Angoulême;0;1;13/12/1980;;A;1981;19
FC Avignon;Montluçon;0;0;13/12/1980;;A;1981;19
Stade Brestois 29;US Nœux-les-Mines;2;1;13/12/1980;;B;1981;19
Thionville;UES Montmorillon;1;0;13/12/1980;;B;1981;19
FC Rouen 1899;Havre AC;2;0;13/12/1980;;B;1981;19
Châteauroux;SM Caen;1;1;13/12/1980;;B;1981;19
Limoges FC;EA Guingamp;0;1;13/12/1980;;B;1981;19
SC Abbeville;Quimper Cornouaille FC;2;1;13/12/1980;;B;1981;19
US Orléans;USL Dunkerque;1;0;13/12/1980;;B;1981;19
Stade Rennais FC;AAJ Blois;2;1;13/12/1980;;B;1981;19
Paris FC;Stade de Reims;3;0;13/12/1980;;B;1981;19
Besançon RC;Montpellier Hérault SC;0;0;10/01/1981;;A;1981;20
AS Béziers;SR Saint-Dié;4;0;10/01/1981;;A;1981;20
Montluçon;Toulouse FC;2;4;10/01/1981;;A;1981;20
Olympique Thonon Chablais;US Tavaux;2;1;10/01/1981;;A;1981;20
FC Gueugnon;GF38;4;1;10/01/1981;;A;1981;20
AS Cannes;Olympique de Marseille;0;2;10/01/1981;;A;1981;20
FC Martigues;AS Corbeil-Essonnes;0;0;10/01/1981;;A;1981;20
Angoulême;AS Libourne;1;0;10/01/1981;;A;1981;20
GFC Ajaccio;FC Avignon;0;0;10/01/1981;;A;1981;20
SM Caen;Stade Brestois 29;0;5;10/01/1981;;B;1981;20
US Nœux-les-Mines;Thionville;1;0;10/01/1981;;B;1981;20
USL Dunkerque;FC Rouen 1899;0;1;10/01/1981;;B;1981;20
Stade de Reims;Châteauroux;2;1;10/01/1981;;B;1981;20
Havre AC;US Orléans;1;1;10/01/1981;;B;1981;20
UES Montmorillon;EA Guingamp;1;2;10/01/1981;;B;1981;20
Quimper Cornouaille FC;Limoges FC;0;1;10/01/1981;;B;1981;20
AAJ Blois;SC Abbeville;2;4;10/01/1981;;B;1981;20
Stade Rennais FC;Paris FC;2;1;10/01/1981;;B;1981;20
Montpellier Hérault SC;Montluçon;3;0;24/01/1981;;A;1981;21
Toulouse FC;FC Gueugnon;3;1;24/01/1981;;A;1981;21
AS Libourne;Besançon RC;1;1;24/01/1981;;A;1981;21
SR Saint-Dié;Olympique Thonon Chablais;1;1;24/01/1981;;A;1981;21
Olympique de Marseille;GFC Ajaccio;0;0;24/01/1981;;A;1981;21
FC Avignon;Angoulême;0;2;24/01/1981;;A;1981;21
AS Corbeil-Essonnes;AS Cannes;0;1;24/01/1981;;A;1981;21
GF38;FC Martigues;2;0;24/01/1981;;A;1981;21
US Tavaux;AS Béziers;0;0;24/01/1981;;A;1981;21
Stade Brestois 29;Stade Rennais FC;0;1;24/01/1981;;B;1981;21
Thionville;AAJ Blois;2;2;24/01/1981;;B;1981;21
FC Rouen 1899;UES Montmorillon;2;0;24/01/1981;;B;1981;21
Châteauroux;US Nœux-les-Mines;1;0;24/01/1981;;B;1981;21
EA Guingamp;Quimper Cornouaille FC;1;1;24/01/1981;;B;1981;21
Limoges FC;Havre AC;1;1;24/01/1981;;B;1981;21
US Orléans;Stade de Reims;1;3;24/01/1981;;B;1981;21
SC Abbeville;USL Dunkerque;0;0;24/01/1981;;B;1981;21
Paris FC;SM Caen;0;0;24/01/1981;;B;1981;21
AS Cannes;Montpellier Hérault SC;0;1;31/01/1981;;A;1981;22
FC Martigues;Toulouse FC;1;0;31/01/1981;;A;1981;22
AS Béziers;GF38;1;0;31/01/1981;;A;1981;22
GFC Ajaccio;Besançon RC;1;1;31/01/1981;;A;1981;22
Olympique Thonon Chablais;FC Avignon;1;1;31/01/1981;;A;1981;22
FC Gueugnon;AS Corbeil-Essonnes;0;0;31/01/1981;;A;1981;22
Angoulême;Olympique de Marseille;2;0;31/01/1981;;A;1981;22
Montluçon;AS Libourne;2;0;31/01/1981;;A;1981;22
US Tavaux;SR Saint-Dié;0;0;31/01/1981;;A;1981;22
Stade Brestois 29;Paris FC;1;0;31/01/1981;;B;1981;22
Stade de Reims;Thionville;6;5;31/01/1981;;B;1981;22
SM Caen;FC Rouen 1899;2;1;31/01/1981;;B;1981;22
US Nœux-les-Mines;US Orléans;3;0;31/01/1981;;B;1981;22
Havre AC;EA Guingamp;1;0;31/01/1981;;B;1981;22
Stade Rennais FC;Châteauroux;1;0;31/01/1981;;B;1981;22
UES Montmorillon;SC Abbeville;3;1;31/01/1981;;B;1981;22
USL Dunkerque;Quimper Cornouaille FC;0;0;31/01/1981;;B;1981;22
AAJ Blois;Limoges FC;4;1;31/01/1981;;B;1981;22
Montpellier Hérault SC;AS Béziers;1;0;07/02/1981;;A;1981;23
Toulouse FC;Angoulême;2;1;07/02/1981;;A;1981;23
Besançon RC;Montluçon;3;0;07/02/1981;;A;1981;23
AS Corbeil-Essonnes;Olympique Thonon Chablais;3;2;07/02/1981;;A;1981;23
Olympique de Marseille;FC Gueugnon;1;0;07/02/1981;;A;1981;23
SR Saint-Dié;FC Martigues;0;1;07/02/1981;;A;1981;23
FC Avignon;AS Cannes;2;3;07/02/1981;;A;1981;23
AS Libourne;GFC Ajaccio;2;0;07/02/1981;;A;1981;23
GF38;US Tavaux;1;0;07/02/1981;;A;1981;23
Châteauroux;Stade Brestois 29;1;1;07/02/1981;;B;1981;23
Thionville;SM Caen;2;0;07/02/1981;;B;1981;23
FC Rouen 1899;AAJ Blois;2;1;07/02/1981;;B;1981;23
Paris FC;US Nœux-les-Mines;4;0;07/02/1981;;B;1981;23
Quimper Cornouaille FC;Havre AC;0;0;07/02/1981;;B;1981;23
EA Guingamp;USL Dunkerque;0;0;07/02/1981;;B;1981;23
Limoges FC;Stade Rennais FC;0;2;07/02/1981;;B;1981;23
SC Abbeville;Stade de Reims;4;0;07/02/1981;;B;1981;23
US Orléans;UES Montmorillon;2;0;07/02/1981;;B;1981;23
FC Martigues;Montpellier Hérault SC;0;1;21/02/1981;;A;1981;24
AS Cannes;Toulouse FC;3;1;21/02/1981;;A;1981;24
AS Béziers;AS Libourne;2;2;21/02/1981;;A;1981;24
Angoulême;Besançon RC;1;0;21/02/1981;;A;1981;24
Olympique Thonon Chablais;Olympique de Marseille;2;0;21/02/1981;;A;1981;24
FC Gueugnon;FC Avignon;2;0;21/02/1981;;A;1981;24
GFC Ajaccio;Montluçon;2;1;21/02/1981;;A;1981;24
US Tavaux;AS Corbeil-Essonnes;3;0;21/02/1981;;A;1981;24
SR Saint-Dié;GF38;2;0;21/02/1981;;A;1981;24
Stade Brestois 29;Thionville;2;0;21/02/1981;;B;1981;24
Stade de Reims;FC Rouen 1899;1;2;21/02/1981;;B;1981;24
US Nœux-les-Mines;Limoges FC;2;1;21/02/1981;;B;1981;24
USL Dunkerque;Havre AC;0;1;21/02/1981;;B;1981;24
Stade Rennais FC;EA Guingamp;0;0;21/02/1981;;B;1981;24
Paris FC;Châteauroux;1;1;21/02/1981;;B;1981;24
SM Caen;SC Abbeville;0;0;21/02/1981;;B;1981;24
AAJ Blois;US Orléans;1;1;21/02/1981;;B;1981;24
UES Montmorillon;Quimper Cornouaille FC;2;2;21/02/1981;;B;1981;24
Montpellier Hérault SC;FC Gueugnon;2;0;28/02/1981;;A;1981;25
Toulouse FC;US Tavaux;3;0;28/02/1981;;A;1981;25
FC Avignon;AS Béziers;1;3;28/02/1981;;A;1981;25
Besançon RC;AS Cannes;2;0;28/02/1981;;A;1981;25
Montluçon;Angoulême;0;2;28/02/1981;;A;1981;25
AS Libourne;Olympique Thonon Chablais;1;1;28/02/1981;;A;1981;25
Olympique de Marseille;FC Martigues;3;0;28/02/1981;;A;1981;25
GF38;GFC Ajaccio;2;0;28/02/1981;;A;1981;25
AS Corbeil-Essonnes;SR Saint-Dié;1;2;28/02/1981;;A;1981;25
US Orléans;Stade Brestois 29;2;2;28/02/1981;;B;1981;25
FC Rouen 1899;Stade Rennais FC;1;0;28/02/1981;;B;1981;25
Thionville;Paris FC;1;1;28/02/1981;;B;1981;25
SC Abbeville;US Nœux-les-Mines;0;1;28/02/1981;;B;1981;25
Havre AC;UES Montmorillon;0;2;28/02/1981;;B;1981;25
EA Guingamp;SM Caen;5;1;28/02/1981;;B;1981;25
Châteauroux;USL Dunkerque;3;1;28/02/1981;;B;1981;25
Limoges FC;Stade de Reims;2;1;28/02/1981;;B;1981;25
Quimper Cornouaille FC;AAJ Blois;1;1;28/02/1981;;B;1981;25
Angoulême;Montpellier Hérault SC;2;1;15/03/1981;;A;1981;26
AS Béziers;Olympique de Marseille;2;0;15/03/1981;;A;1981;26
SR Saint-Dié;Toulouse FC;0;1;15/03/1981;;A;1981;26
FC Martigues;Besançon RC;0;2;15/03/1981;;A;1981;26
Olympique Thonon Chablais;GFC Ajaccio;1;1;15/03/1981;;A;1981;26
FC Gueugnon;AS Libourne;2;2;15/03/1981;;A;1981;26
AS Cannes;Montluçon;3;0;15/03/1981;;A;1981;26
